path,id,cam,color,type
VeRi\image_query\0569_c015_00085570_0.jpg,569,15,gray,sedan
VeRi\image_query\0569_c016_00085320_0.jpg,569,16,gray,sedan
VeRi\image_query\0569_c017_00087040_0.jpg,569,17,gray,sedan
VeRi\image_query\0570_c005_00070475_0.jpg,570,5,gray,sedan
VeRi\image_query\0570_c007_00070555_0.jpg,570,7,gray,sedan
VeRi\image_query\0570_c008_00070035_0.jpg,570,8,gray,sedan
VeRi\image_query\0570_c009_00069665_0.jpg,570,9,gray,sedan
VeRi\image_query\0576_c001_00062710_0.jpg,576,1,black,suv
VeRi\image_query\0576_c012_00063160_1.jpg,576,12,black,suv
VeRi\image_query\0576_c013_00063005_0.jpg,576,13,black,suv
VeRi\image_query\0576_c014_00073870_0.jpg,576,14,black,suv
VeRi\image_query\0576_c015_00067790_0.jpg,576,15,black,suv
VeRi\image_query\0576_c016_00068685_0.jpg,576,16,black,suv
VeRi\image_query\0576_c017_00064305_0.jpg,576,17,black,suv
VeRi\image_query\0576_c019_00066850_0.jpg,576,19,black,suv
VeRi\image_query\0581_c003_00087825_0.jpg,581,3,black,suv
VeRi\image_query\0581_c004_00087760_0.jpg,581,4,black,suv
VeRi\image_query\0581_c008_00087505_0.jpg,581,8,black,suv
VeRi\image_query\0581_c009_00087610_0.jpg,581,9,black,suv
VeRi\image_query\0582_c001_00026170_0.jpg,582,1,black,suv
VeRi\image_query\0582_c002_00026655_0.jpg,582,2,black,suv
VeRi\image_query\0582_c003_00030300_0.jpg,582,3,black,suv
VeRi\image_query\0582_c004_00030305_0.jpg,582,4,black,suv
VeRi\image_query\0582_c006_00028835_0.jpg,582,6,black,suv
VeRi\image_query\0582_c010_00028915_0.jpg,582,10,black,suv
VeRi\image_query\0582_c011_00028785_0.jpg,582,11,black,suv
VeRi\image_query\0582_c012_00024790_0.jpg,582,12,black,suv
VeRi\image_query\0582_c013_00024830_0.jpg,582,13,black,suv
VeRi\image_query\0582_c014_00023560_0.jpg,582,14,black,suv
VeRi\image_query\0582_c015_00023550_0.jpg,582,15,black,suv
VeRi\image_query\0582_c016_00023330_0.jpg,582,16,black,suv
VeRi\image_query\0582_c017_00024180_1.jpg,582,17,black,suv
VeRi\image_query\0582_c019_00023995_0.jpg,582,19,black,suv
VeRi\image_query\0584_c001_00060130_0.jpg,584,1,black,suv
VeRi\image_query\0584_c012_00060630_0.jpg,584,12,black,suv
VeRi\image_query\0584_c013_00060505_0.jpg,584,13,black,suv
VeRi\image_query\0584_c014_00062075_0.jpg,584,14,black,suv
VeRi\image_query\0584_c015_00061925_0.jpg,584,15,black,suv
VeRi\image_query\0584_c016_00062400_0.jpg,584,16,black,suv
VeRi\image_query\0584_c017_00061160_0.jpg,584,17,black,suv
VeRi\image_query\0584_c019_00061385_0.jpg,584,19,black,suv
VeRi\image_query\0585_c001_00005115_1.jpg,585,1,black,suv
VeRi\image_query\0585_c002_00005785_0.jpg,585,2,black,suv
VeRi\image_query\0585_c003_00008375_0.jpg,585,3,black,suv
VeRi\image_query\0585_c004_00008295_0.jpg,585,4,black,suv
VeRi\image_query\0585_c006_00007720_0.jpg,585,6,black,suv
VeRi\image_query\0585_c008_00024905_0.jpg,585,8,black,suv
VeRi\image_query\0585_c009_00024930_0.jpg,585,9,black,suv
VeRi\image_query\0585_c010_00007845_0.jpg,585,10,black,suv
VeRi\image_query\0585_c011_00007635_0.jpg,585,11,black,suv
VeRi\image_query\0585_c012_00004420_0.jpg,585,12,black,suv
VeRi\image_query\0585_c013_00004515_1.jpg,585,13,black,suv
VeRi\image_query\0585_c014_00031435_0.jpg,585,14,black,suv
VeRi\image_query\0585_c015_00031185_0.jpg,585,15,black,suv
VeRi\image_query\0585_c016_00066285_0.jpg,585,16,black,suv
VeRi\image_query\0585_c017_00029420_0.jpg,585,17,black,suv
VeRi\image_query\0585_c019_00029685_0.jpg,585,19,black,suv
VeRi\image_query\0586_c001_00048525_1.jpg,586,1,black,suv
VeRi\image_query\0586_c002_00069790_0.jpg,586,2,black,suv
VeRi\image_query\0586_c012_00066775_0.jpg,586,12,black,suv
VeRi\image_query\0586_c013_00066485_0.jpg,586,13,black,suv
VeRi\image_query\0588_c001_00060430_0.jpg,588,1,black,suv
VeRi\image_query\0588_c012_00061010_0.jpg,588,12,black,suv
VeRi\image_query\0588_c013_00060870_0.jpg,588,13,black,suv
VeRi\image_query\0588_c014_00062350_0.jpg,588,14,black,suv
VeRi\image_query\0588_c015_00062195_0.jpg,588,15,black,suv
VeRi\image_query\0588_c016_00063120_0.jpg,588,16,black,suv
VeRi\image_query\0588_c017_00061485_0.jpg,588,17,black,suv
VeRi\image_query\0588_c019_00061640_0.jpg,588,19,black,suv
VeRi\image_query\0590_c001_00046520_0.jpg,590,1,black,suv
VeRi\image_query\0590_c012_00046980_0.jpg,590,12,black,suv
VeRi\image_query\0590_c013_00046865_0.jpg,590,13,black,suv
VeRi\image_query\0590_c014_00048785_0.jpg,590,14,black,suv
VeRi\image_query\0590_c015_00048575_0.jpg,590,15,black,suv
VeRi\image_query\0590_c016_00049195_0.jpg,590,16,black,suv
VeRi\image_query\0590_c017_00047680_1.jpg,590,17,black,suv
VeRi\image_query\0590_c019_00047955_0.jpg,590,19,black,suv
VeRi\image_query\0593_c014_00042725_1.jpg,593,14,black,suv
VeRi\image_query\0593_c015_00042690_0.jpg,593,15,black,suv
VeRi\image_query\0593_c016_00042450_0.jpg,593,16,black,suv
VeRi\image_query\0593_c017_00043870_0.jpg,593,17,black,suv
VeRi\image_query\0593_c019_00043405_0.jpg,593,19,black,suv
VeRi\image_query\0597_c003_00003195_0.jpg,597,3,black,suv
VeRi\image_query\0597_c004_00003305_0.jpg,597,4,black,suv
VeRi\image_query\0597_c005_00066170_1.jpg,597,5,black,suv
VeRi\image_query\0597_c007_00066300_0.jpg,597,7,black,suv
VeRi\image_query\0597_c008_00065515_0.jpg,597,8,black,suv
VeRi\image_query\0597_c009_00065420_0.jpg,597,9,black,suv
VeRi\image_query\0598_c001_00047560_0.jpg,598,1,black,suv
VeRi\image_query\0598_c002_00045760_0.jpg,598,2,black,suv
VeRi\image_query\0598_c003_00042875_0.jpg,598,3,black,suv
VeRi\image_query\0598_c004_00042750_0.jpg,598,4,black,suv
VeRi\image_query\0598_c006_00043515_0.jpg,598,6,black,suv
VeRi\image_query\0598_c008_00042580_0.jpg,598,8,black,suv
VeRi\image_query\0598_c009_00042685_0.jpg,598,9,black,suv
VeRi\image_query\0598_c010_00043485_0.jpg,598,10,black,suv
VeRi\image_query\0598_c011_00043470_0.jpg,598,11,black,suv
VeRi\image_query\0598_c012_00065425_0.jpg,598,12,black,suv
VeRi\image_query\0598_c013_00065305_0.jpg,598,13,black,suv
VeRi\image_query\0598_c014_00067845_0.jpg,598,14,black,suv
VeRi\image_query\0598_c015_00067680_0.jpg,598,15,black,suv
VeRi\image_query\0598_c016_00068570_0.jpg,598,16,black,suv
VeRi\image_query\0598_c017_00066240_1.jpg,598,17,black,suv
VeRi\image_query\0598_c019_00066820_0.jpg,598,19,black,suv
VeRi\image_query\0602_c001_00024040_0.jpg,602,1,black,suv
VeRi\image_query\0602_c002_00024415_0.jpg,602,2,black,suv
VeRi\image_query\0602_c003_00027235_1.jpg,602,3,black,suv
VeRi\image_query\0602_c004_00027200_1.jpg,602,4,black,suv
VeRi\image_query\0602_c005_00028175_2.jpg,602,5,black,suv
VeRi\image_query\0602_c006_00026435_0.jpg,602,6,black,suv
VeRi\image_query\0602_c007_00028295_0.jpg,602,7,black,suv
VeRi\image_query\0602_c008_00027550_0.jpg,602,8,black,suv
VeRi\image_query\0602_c009_00027445_0.jpg,602,9,black,suv
VeRi\image_query\0602_c010_00026535_0.jpg,602,10,black,suv
VeRi\image_query\0602_c011_00026385_0.jpg,602,11,black,suv
VeRi\image_query\0602_c012_00023580_0.jpg,602,12,black,suv
VeRi\image_query\0602_c013_00023625_0.jpg,602,13,black,suv
VeRi\image_query\0602_c014_00033010_0.jpg,602,14,black,suv
VeRi\image_query\0602_c015_00022160_0.jpg,602,15,black,suv
VeRi\image_query\0602_c016_00021875_0.jpg,602,16,black,suv
VeRi\image_query\0602_c017_00033950_1.jpg,602,17,black,suv
VeRi\image_query\0602_c019_00022775_1.jpg,602,19,black,suv
VeRi\image_query\0606_c014_00087235_0.jpg,606,14,black,suv
VeRi\image_query\0606_c015_00087330_0.jpg,606,15,black,suv
VeRi\image_query\0606_c016_00086950_0.jpg,606,16,black,suv
VeRi\image_query\0606_c017_00088970_0.jpg,606,17,black,suv
VeRi\image_query\0606_c018_00089190_0.jpg,606,18,black,suv
VeRi\image_query\0609_c001_00014095_0.jpg,609,1,black,suv
VeRi\image_query\0609_c002_00043530_0.jpg,609,2,black,suv
VeRi\image_query\0609_c003_00011260_0.jpg,609,3,black,suv
VeRi\image_query\0609_c004_00042260_0.jpg,609,4,black,suv
VeRi\image_query\0609_c006_00011875_1.jpg,609,6,black,suv
VeRi\image_query\0609_c008_00042000_1.jpg,609,8,black,suv
VeRi\image_query\0609_c009_00042160_1.jpg,609,9,black,suv
VeRi\image_query\0609_c010_00042940_0.jpg,609,10,black,suv
VeRi\image_query\0609_c011_00011805_0.jpg,609,11,black,suv
VeRi\image_query\0609_c012_00014500_0.jpg,609,12,black,suv
VeRi\image_query\0609_c013_00014425_0.jpg,609,13,black,suv
VeRi\image_query\0609_c014_00015585_0.jpg,609,14,black,suv
VeRi\image_query\0609_c015_00015485_0.jpg,609,15,black,suv
VeRi\image_query\0609_c016_00015955_0.jpg,609,16,black,suv
VeRi\image_query\0609_c017_00014915_0.jpg,609,17,black,suv
VeRi\image_query\0609_c019_00015075_0.jpg,609,19,black,suv
VeRi\image_query\0610_c001_00074490_1.jpg,610,1,black,suv
VeRi\image_query\0610_c002_00085225_1.jpg,610,2,black,suv
VeRi\image_query\0610_c003_00086635_0.jpg,610,3,black,suv
VeRi\image_query\0610_c004_00086625_0.jpg,610,4,black,suv
VeRi\image_query\0610_c005_00087250_0.jpg,610,5,black,suv
VeRi\image_query\0610_c006_00086000_0.jpg,610,6,black,suv
VeRi\image_query\0610_c007_00087330_0.jpg,610,7,black,suv
VeRi\image_query\0610_c008_00086800_0.jpg,610,8,black,suv
VeRi\image_query\0610_c009_00086790_0.jpg,610,9,black,suv
VeRi\image_query\0610_c010_00086235_0.jpg,610,10,black,suv
VeRi\image_query\0610_c011_00086015_1.jpg,610,11,black,suv
VeRi\image_query\0610_c012_00073215_0.jpg,610,12,black,suv
VeRi\image_query\0610_c013_00073325_0.jpg,610,13,black,suv
VeRi\image_query\0610_c014_00071175_0.jpg,610,14,black,suv
VeRi\image_query\0610_c015_00071190_0.jpg,610,15,black,suv
VeRi\image_query\0610_c016_00070920_0.jpg,610,16,black,suv
VeRi\image_query\0610_c017_00072375_0.jpg,610,17,black,suv
VeRi\image_query\0610_c019_00072045_0.jpg,610,19,black,suv
VeRi\image_query\0612_c002_00088805_0.jpg,612,2,black,suv
VeRi\image_query\0612_c003_00087520_0.jpg,612,3,black,suv
VeRi\image_query\0612_c004_00087435_0.jpg,612,4,black,suv
VeRi\image_query\0612_c006_00087945_0.jpg,612,6,black,suv
VeRi\image_query\0612_c008_00087235_0.jpg,612,8,black,suv
VeRi\image_query\0612_c009_00087365_0.jpg,612,9,black,suv
VeRi\image_query\0612_c010_00087950_0.jpg,612,10,black,suv
VeRi\image_query\0612_c011_00087990_1.jpg,612,11,black,suv
VeRi\image_query\0614_c014_00089430_0.jpg,614,14,black,suv
VeRi\image_query\0614_c015_00089245_0.jpg,614,15,black,suv
VeRi\image_query\0614_c016_00089755_0.jpg,614,16,black,suv
VeRi\image_query\0614_c017_00087845_0.jpg,614,17,black,suv
VeRi\image_query\0614_c019_00088090_0.jpg,614,19,black,suv
VeRi\image_query\0615_c003_00007905_0.jpg,615,3,black,suv
VeRi\image_query\0615_c004_00007885_0.jpg,615,4,black,suv
VeRi\image_query\0615_c005_00008845_0.jpg,615,5,black,suv
VeRi\image_query\0615_c006_00007100_0.jpg,615,6,black,suv
VeRi\image_query\0615_c007_00008925_0.jpg,615,7,black,suv
VeRi\image_query\0615_c008_00008285_0.jpg,615,8,black,suv
VeRi\image_query\0615_c009_00008140_0.jpg,615,9,black,suv
VeRi\image_query\0615_c010_00007210_1.jpg,615,10,black,suv
VeRi\image_query\0615_c011_00007000_1.jpg,615,11,black,suv
VeRi\image_query\0622_c014_00065600_0.jpg,622,14,black,sedan
VeRi\image_query\0622_c015_00065805_0.jpg,622,15,black,sedan
VeRi\image_query\0622_c016_00065335_0.jpg,622,16,black,sedan
VeRi\image_query\0623_c014_00078920_0.jpg,623,14,black,sedan
VeRi\image_query\0623_c015_00078930_0.jpg,623,15,black,sedan
VeRi\image_query\0623_c016_00078700_0.jpg,623,16,black,sedan
VeRi\image_query\0623_c017_00079905_0.jpg,623,17,black,sedan
VeRi\image_query\0623_c018_00080035_0.jpg,623,18,black,sedan
VeRi\image_query\0623_c019_00079680_0.jpg,623,19,black,sedan
VeRi\image_query\0624_c002_00060410_0.jpg,624,2,black,sedan
VeRi\image_query\0624_c003_00059240_0.jpg,624,3,black,sedan
VeRi\image_query\0624_c004_00059130_0.jpg,624,4,black,sedan
VeRi\image_query\0624_c006_00059645_0.jpg,624,6,black,sedan
VeRi\image_query\0624_c008_00059055_0.jpg,624,8,black,sedan
VeRi\image_query\0624_c009_00059115_0.jpg,624,9,black,sedan
VeRi\image_query\0624_c010_00059655_0.jpg,624,10,black,sedan
VeRi\image_query\0624_c011_00059640_0.jpg,624,11,black,sedan
VeRi\image_query\0625_c003_00010180_0.jpg,625,3,black,sedan
VeRi\image_query\0625_c005_00010940_1.jpg,625,5,black,sedan
VeRi\image_query\0625_c006_00009630_0.jpg,625,6,black,sedan
VeRi\image_query\0625_c007_00011000_0.jpg,625,7,black,sedan
VeRi\image_query\0625_c008_00010400_0.jpg,625,8,black,sedan
VeRi\image_query\0625_c009_00010295_0.jpg,625,9,black,sedan
VeRi\image_query\0625_c010_00009715_0.jpg,625,10,black,sedan
VeRi\image_query\0625_c011_00009560_0.jpg,625,11,black,sedan
VeRi\image_query\0630_c002_00039300_0.jpg,630,2,black,sedan
VeRi\image_query\0630_c003_00036910_1.jpg,630,3,black,sedan
VeRi\image_query\0630_c004_00036795_0.jpg,630,4,black,sedan
VeRi\image_query\0630_c005_00051870_0.jpg,630,5,black,sedan
VeRi\image_query\0630_c006_00037535_1.jpg,630,6,black,sedan
VeRi\image_query\0630_c007_00052030_0.jpg,630,7,black,sedan
VeRi\image_query\0630_c008_00036620_0.jpg,630,8,black,sedan
VeRi\image_query\0630_c009_00036750_0.jpg,630,9,black,sedan
VeRi\image_query\0630_c010_00037425_0.jpg,630,10,black,sedan
VeRi\image_query\0630_c011_00037500_1.jpg,630,11,black,sedan
VeRi\image_query\0631_c003_00041525_0.jpg,631,3,black,sedan
VeRi\image_query\0631_c004_00041475_0.jpg,631,4,black,sedan
VeRi\image_query\0631_c006_00040780_1.jpg,631,6,black,sedan
VeRi\image_query\0631_c010_00040965_0.jpg,631,10,black,sedan
VeRi\image_query\0631_c011_00040740_0.jpg,631,11,black,sedan
VeRi\image_query\0634_c002_00054650_0.jpg,634,2,black,sedan
VeRi\image_query\0634_c003_00056440_0.jpg,634,3,black,sedan
VeRi\image_query\0634_c004_00056335_0.jpg,634,4,black,sedan
VeRi\image_query\0634_c006_00055670_0.jpg,634,6,black,sedan
VeRi\image_query\0634_c010_00055800_0.jpg,634,10,black,sedan
VeRi\image_query\0634_c011_00055655_0.jpg,634,11,black,sedan
VeRi\image_query\0642_c014_00020325_0.jpg,642,14,black,sedan
VeRi\image_query\0642_c015_00020330_0.jpg,642,15,black,sedan
VeRi\image_query\0642_c016_00020150_0.jpg,642,16,black,sedan
VeRi\image_query\0642_c017_00021400_0.jpg,642,17,black,sedan
VeRi\image_query\0642_c019_00021100_0.jpg,642,19,black,sedan
VeRi\image_query\0646_c014_00006850_0.jpg,646,14,black,sedan
VeRi\image_query\0646_c015_00006905_0.jpg,646,15,black,sedan
VeRi\image_query\0646_c016_00006535_0.jpg,646,16,black,sedan
VeRi\image_query\0646_c017_00007895_0.jpg,646,17,black,sedan
VeRi\image_query\0646_c018_00008005_0.jpg,646,18,black,sedan
VeRi\image_query\0646_c019_00007610_0.jpg,646,19,black,sedan
VeRi\image_query\0652_c002_00061500_0.jpg,652,2,black,sedan
VeRi\image_query\0652_c003_00063195_0.jpg,652,3,black,sedan
VeRi\image_query\0652_c004_00063150_0.jpg,652,4,black,sedan
VeRi\image_query\0652_c005_00063830_0.jpg,652,5,black,sedan
VeRi\image_query\0652_c006_00062465_0.jpg,652,6,black,sedan
VeRi\image_query\0652_c007_00063920_0.jpg,652,7,black,sedan
VeRi\image_query\0652_c008_00063355_0.jpg,652,8,black,sedan
VeRi\image_query\0652_c009_00063325_0.jpg,652,9,black,sedan
VeRi\image_query\0652_c010_00062620_0.jpg,652,10,black,sedan
VeRi\image_query\0652_c011_00062465_0.jpg,652,11,black,sedan
VeRi\image_query\0653_c001_00072135_0.jpg,653,1,black,sedan
VeRi\image_query\0653_c012_00070730_0.jpg,653,12,black,sedan
VeRi\image_query\0653_c013_00070790_0.jpg,653,13,black,sedan
VeRi\image_query\0653_c014_00069230_0.jpg,653,14,black,sedan
VeRi\image_query\0653_c015_00069285_0.jpg,653,15,black,sedan
VeRi\image_query\0653_c016_00068920_1.jpg,653,16,black,sedan
VeRi\image_query\0653_c017_00070200_0.jpg,653,17,black,sedan
VeRi\image_query\0653_c019_00070010_0.jpg,653,19,black,sedan
VeRi\image_query\0654_c002_00020085_0.jpg,654,2,black,sedan
VeRi\image_query\0654_c003_00018715_0.jpg,654,3,black,sedan
VeRi\image_query\0654_c004_00018590_0.jpg,654,4,black,sedan
VeRi\image_query\0654_c005_00052640_0.jpg,654,5,black,sedan
VeRi\image_query\0654_c006_00019265_0.jpg,654,6,black,sedan
VeRi\image_query\0654_c007_00052785_0.jpg,654,7,black,sedan
VeRi\image_query\0654_c008_00018495_0.jpg,654,8,black,sedan
VeRi\image_query\0654_c009_00018505_0.jpg,654,9,black,sedan
VeRi\image_query\0654_c010_00019215_0.jpg,654,10,black,sedan
VeRi\image_query\0654_c011_00019235_0.jpg,654,11,black,sedan
VeRi\image_query\0657_c002_00067625_0.jpg,657,2,black,sedan
VeRi\image_query\0657_c003_00064995_0.jpg,657,3,black,sedan
VeRi\image_query\0657_c004_00064865_0.jpg,657,4,black,sedan
VeRi\image_query\0657_c006_00066245_0.jpg,657,6,black,sedan
VeRi\image_query\0657_c010_00065910_0.jpg,657,10,black,sedan
VeRi\image_query\0657_c011_00066330_1.jpg,657,11,black,sedan
VeRi\image_query\0657_c014_00015230_0.jpg,657,14,black,sedan
VeRi\image_query\0657_c015_00015115_0.jpg,657,15,black,sedan
VeRi\image_query\0657_c016_00015625_0.jpg,657,16,black,sedan
VeRi\image_query\0657_c019_00014365_0.jpg,657,19,black,sedan
VeRi\image_query\0659_c001_00078335_0.jpg,659,1,black,sedan
VeRi\image_query\0659_c002_00076675_0.jpg,659,2,black,sedan
VeRi\image_query\0659_c003_00074445_0.jpg,659,3,black,sedan
VeRi\image_query\0659_c004_00074330_0.jpg,659,4,black,sedan
VeRi\image_query\0659_c006_00074870_0.jpg,659,6,black,sedan
VeRi\image_query\0659_c008_00074215_0.jpg,659,8,black,sedan
VeRi\image_query\0659_c009_00074280_0.jpg,659,9,black,sedan
VeRi\image_query\0659_c010_00074885_0.jpg,659,10,black,sedan
VeRi\image_query\0659_c011_00074875_0.jpg,659,11,black,sedan
VeRi\image_query\0659_c012_00078820_0.jpg,659,12,black,sedan
VeRi\image_query\0659_c013_00078695_0.jpg,659,13,black,sedan
VeRi\image_query\0659_c018_00079355_0.jpg,659,18,black,sedan
VeRi\image_query\0660_c014_00029030_0.jpg,660,14,black,sedan
VeRi\image_query\0660_c015_00030865_0.jpg,660,15,black,sedan
VeRi\image_query\0660_c016_00028730_0.jpg,660,16,black,sedan
VeRi\image_query\0660_c017_00031795_0.jpg,660,17,black,sedan
VeRi\image_query\0660_c019_00032555_0.jpg,660,19,black,sedan
VeRi\image_query\0662_c003_00004915_0.jpg,662,3,black,sedan
VeRi\image_query\0662_c005_00005645_2.jpg,662,5,black,sedan
VeRi\image_query\0662_c007_00005745_0.jpg,662,7,black,sedan
VeRi\image_query\0662_c008_00005120_0.jpg,662,8,black,sedan
VeRi\image_query\0662_c009_00005020_0.jpg,662,9,black,sedan
VeRi\image_query\0663_c001_00040350_0.jpg,663,1,black,sedan
VeRi\image_query\0663_c002_00039350_0.jpg,663,2,black,sedan
VeRi\image_query\0663_c003_00038025_0.jpg,663,3,black,sedan
VeRi\image_query\0663_c004_00037950_0.jpg,663,4,black,sedan
VeRi\image_query\0663_c006_00038485_0.jpg,663,6,black,sedan
VeRi\image_query\0663_c010_00038475_0.jpg,663,10,black,sedan
VeRi\image_query\0663_c011_00038410_0.jpg,663,11,black,sedan
VeRi\image_query\0663_c012_00040815_0.jpg,663,12,black,sedan
VeRi\image_query\0663_c013_00040720_0.jpg,663,13,black,sedan
VeRi\image_query\0663_c014_00042140_1.jpg,663,14,black,sedan
VeRi\image_query\0663_c015_00041980_0.jpg,663,15,black,sedan
VeRi\image_query\0663_c017_00041255_0.jpg,663,17,black,sedan
VeRi\image_query\0663_c019_00041460_0.jpg,663,19,black,sedan
VeRi\image_query\0668_c002_00006900_0.jpg,668,2,black,sedan
VeRi\image_query\0668_c003_00008695_0.jpg,668,3,black,sedan
VeRi\image_query\0668_c004_00008645_0.jpg,668,4,black,sedan
VeRi\image_query\0668_c006_00007925_0.jpg,668,6,black,sedan
VeRi\image_query\0668_c010_00008080_0.jpg,668,10,black,sedan
VeRi\image_query\0668_c011_00007825_0.jpg,668,11,black,sedan
VeRi\image_query\0672_c001_00045425_2.jpg,672,1,black,sedan
VeRi\image_query\0672_c002_00043905_0.jpg,672,2,black,sedan
VeRi\image_query\0672_c003_00042740_0.jpg,672,3,black,sedan
VeRi\image_query\0672_c004_00042665_0.jpg,672,4,black,sedan
VeRi\image_query\0672_c006_00043350_1.jpg,672,6,black,sedan
VeRi\image_query\0672_c010_00043330_0.jpg,672,10,black,sedan
VeRi\image_query\0672_c011_00043295_0.jpg,672,11,black,sedan
VeRi\image_query\0676_c003_00012510_0.jpg,676,3,black,sedan
VeRi\image_query\0676_c004_00012470_0.jpg,676,4,black,sedan
VeRi\image_query\0676_c005_00013140_0.jpg,676,5,black,sedan
VeRi\image_query\0676_c006_00011890_0.jpg,676,6,black,sedan
VeRi\image_query\0676_c007_00013230_0.jpg,676,7,black,sedan
VeRi\image_query\0676_c008_00012805_0.jpg,676,8,black,sedan
VeRi\image_query\0676_c009_00012690_0.jpg,676,9,black,sedan
VeRi\image_query\0676_c010_00011975_0.jpg,676,10,black,sedan
VeRi\image_query\0676_c011_00011790_0.jpg,676,11,black,sedan
VeRi\image_query\0677_c003_00042300_0.jpg,677,3,black,sedan
VeRi\image_query\0677_c004_00042195_0.jpg,677,4,black,sedan
VeRi\image_query\0677_c005_00085985_0.jpg,677,5,black,sedan
VeRi\image_query\0677_c006_00042885_0.jpg,677,6,black,sedan
VeRi\image_query\0677_c007_00086065_0.jpg,677,7,black,sedan
VeRi\image_query\0677_c008_00041990_0.jpg,677,8,black,sedan
VeRi\image_query\0677_c009_00042150_0.jpg,677,9,black,sedan
VeRi\image_query\0677_c010_00042845_0.jpg,677,10,black,sedan
VeRi\image_query\0677_c011_00042855_0.jpg,677,11,black,sedan
VeRi\image_query\0685_c003_00025485_1.jpg,685,3,black,sedan
VeRi\image_query\0685_c004_00025405_1.jpg,685,4,black,sedan
VeRi\image_query\0685_c008_00025250_0.jpg,685,8,black,sedan
VeRi\image_query\0685_c009_00025265_1.jpg,685,9,black,sedan
VeRi\image_query\0687_c002_00022105_0.jpg,687,2,black,sedan
VeRi\image_query\0687_c003_00019995_0.jpg,687,3,black,sedan
VeRi\image_query\0687_c004_00019895_0.jpg,687,4,black,sedan
VeRi\image_query\0687_c006_00020390_0.jpg,687,6,black,sedan
VeRi\image_query\0687_c008_00019805_0.jpg,687,8,black,sedan
VeRi\image_query\0687_c009_00019840_0.jpg,687,9,black,sedan
VeRi\image_query\0687_c010_00020370_0.jpg,687,10,black,sedan
VeRi\image_query\0687_c011_00020355_0.jpg,687,11,black,sedan
VeRi\image_query\0696_c014_00086975_0.jpg,696,14,black,sedan
VeRi\image_query\0696_c015_00086985_0.jpg,696,15,black,sedan
VeRi\image_query\0696_c016_00086705_0.jpg,696,16,black,sedan
VeRi\image_query\0698_c014_00049260_0.jpg,698,14,black,sedan
VeRi\image_query\0698_c015_00049295_0.jpg,698,15,black,sedan
VeRi\image_query\0698_c016_00052920_0.jpg,698,16,black,sedan
VeRi\image_query\0698_c017_00050435_0.jpg,698,17,black,sedan
VeRi\image_query\0698_c019_00050140_1.jpg,698,19,black,sedan
VeRi\image_query\0699_c001_00039205_0.jpg,699,1,black,sedan
VeRi\image_query\0699_c012_00039660_0.jpg,699,12,black,sedan
VeRi\image_query\0699_c013_00039545_0.jpg,699,13,black,sedan
VeRi\image_query\0699_c014_00041295_0.jpg,699,14,black,sedan
VeRi\image_query\0699_c015_00041125_0.jpg,699,15,black,sedan
VeRi\image_query\0699_c016_00042420_0.jpg,699,16,black,sedan
VeRi\image_query\0699_c017_00040205_0.jpg,699,17,black,sedan
VeRi\image_query\0699_c019_00040465_0.jpg,699,19,black,sedan
VeRi\image_query\0711_c003_00001020_0.jpg,711,3,black,sedan
VeRi\image_query\0711_c004_00000930_0.jpg,711,4,black,sedan
VeRi\image_query\0711_c008_00000780_0.jpg,711,8,black,sedan
VeRi\image_query\0711_c009_00000820_0.jpg,711,9,black,sedan
VeRi\image_query\0712_c003_00036240_0.jpg,712,3,black,sedan
VeRi\image_query\0712_c004_00036170_0.jpg,712,4,black,sedan
VeRi\image_query\0712_c006_00036800_1.jpg,712,6,black,sedan
VeRi\image_query\0712_c010_00036785_0.jpg,712,10,black,sedan
VeRi\image_query\0712_c011_00036785_0.jpg,712,11,black,sedan
VeRi\image_query\0717_c002_00043220_0.jpg,717,2,black,sedan
VeRi\image_query\0717_c003_00040960_0.jpg,717,3,black,sedan
VeRi\image_query\0717_c004_00040860_0.jpg,717,4,black,sedan
VeRi\image_query\0717_c006_00055575_0.jpg,717,6,black,sedan
VeRi\image_query\0717_c008_00040760_0.jpg,717,8,black,sedan
VeRi\image_query\0717_c009_00040840_0.jpg,717,9,black,sedan
VeRi\image_query\0717_c010_00041370_0.jpg,717,10,black,sedan
VeRi\image_query\0717_c011_00041335_1.jpg,717,11,black,sedan
VeRi\image_query\0720_c001_00073675_0.jpg,720,1,black,sedan
VeRi\image_query\0720_c002_00072140_2.jpg,720,2,black,sedan
VeRi\image_query\0720_c003_00069825_0.jpg,720,3,black,sedan
VeRi\image_query\0720_c004_00069710_0.jpg,720,4,black,sedan
VeRi\image_query\0720_c006_00070295_0.jpg,720,6,black,sedan
VeRi\image_query\0720_c008_00069600_0.jpg,720,8,black,sedan
VeRi\image_query\0720_c009_00069690_0.jpg,720,9,black,sedan
VeRi\image_query\0720_c010_00070290_0.jpg,720,10,black,sedan
VeRi\image_query\0720_c011_00070300_0.jpg,720,11,black,sedan
VeRi\image_query\0720_c012_00074160_1.jpg,720,12,black,sedan
VeRi\image_query\0720_c013_00074015_0.jpg,720,13,black,sedan
VeRi\image_query\0720_c014_00075545_0.jpg,720,14,black,sedan
VeRi\image_query\0720_c015_00075370_0.jpg,720,15,black,sedan
VeRi\image_query\0720_c016_00076365_0.jpg,720,16,black,sedan
VeRi\image_query\0720_c017_00074735_0.jpg,720,17,black,sedan
